cycle,L_Current,L_Temp,L_Temp_max,L_V_avg,L_V_std,L_V_range,L_Time,D_Current,D_Temp,D_Temp_max,D_V_avg,D_V_std,D_V_range,D_Time,V_Delta,T_Delta,RUL
1.0,0.8109781934157848,25.863165588860497,26.95673772404673,3.8724965870196675,0.25059918096798367,0.012572675408819034,12608.946888953773,0.45335390882395077,24.26300943586137,24.850282291677225,3.6575854625630653,0.27163804801368846,0.017448154010681022,20634.425046944525,0.21894038304451208,-0.9530747587880641,29.0
1.0,0.8124759555767713,25.848512664804403,26.915415283219378,3.8685301549526216,0.2504074690912985,0.012575368249793242,12616.866696914798,0.4532937833044701,24.302159775737614,24.804798480115355,3.648516119690831,0.2718313713021077,0.017423755014165546,20624.975561540818,0.21901946768334304,-0.9525076559987754,29.0
1.0,0.8112809672152828,25.8028444917182,26.948103394381086,3.863499320340898,0.25107108532073946,0.012563164044480714,12604.250184092172,0.452801160565332,24.3346776002896,24.84130780113016,3.6500133899431493,0.27166004464020554,0.017404274464058428,20616.283895758417,0.21922975006174544,-0.9536357820573,29.0
1.0,0.8119117586022832,25.82716034325773,26.973395427989303,3.8712615185028247,0.2506346084594885,0.012554309475455685,12608.805051163421,0.4527302353479991,24.284651117999353,24.84803750601759,3.652945190515224,0.2716261946848021,0.017423493801706755,20647.19871795264,0.21882506736700577,-0.9529912322116446,29.0
1.0,0.8095417474452135,25.81618553785688,27.019382481828988,3.8652314847876146,0.25040846805627814,0.012580340055942676,12611.620978175752,0.45308446385591505,24.34587616794861,24.819393087835067,3.656827117966863,0.27172418349358557,0.017426562461781796,20612.458787170315,0.21892220585583444,-0.9542011770457335,29.0
1.0,0.8104004252543687,25.818017606334177,26.93145280126067,3.8700388933621364,0.25084661785005263,0.012571126971084876,12586.256787427435,0.45225558852633696,24.29157814736227,24.872856343405424,3.645983856621776,0.2716822901641673,0.017434573125890796,20596.7875554663,0.21933429674919494,-0.9511991957094701,29.0
1.0,0.8120617385586719,25.839818597950053,26.907194784210954,3.8694172340629014,0.2501232425486972,0.012601355642392432,12580.09323309585,0.4527679868134633,24.303444073168315,24.881726870373832,3.6575418710525907,0.2715192161472489,0.01745052101313013,20642.52539990484,0.2190107003415371,-0.9539647634146862,29.0
1.0,0.810062239041877,25.819920858158483,26.93317926718078,3.8724893084031367,0.25055714910920085,0.012558651746555417,12597.224082371577,0.45302226061157647,24.273412950917002,24.840182466440904,3.6556267914148095,0.27153238697254195,0.0174338348560325,20671.193657880314,0.21900556834631862,-0.9543551982228371,29.0
1.0,0.8089338054202518,25.80871968814827,26.938463775943962,3.8734892432958405,0.2505471252878578,0.012564593033212555,12597.461571699621,0.45302934668719314,24.294342885563854,24.902163732191315,3.6560276213827754,0.27146640915757353,0.017460962489934517,20647.754388682588,0.21920121841596432,-0.9532013482786991,29.0
1.0,0.8095369227568687,25.810006267021837,26.93479625563716,3.8687170820296886,0.2501783115110869,0.012568967352354556,12593.638724914734,0.4524183923247934,24.338301541820435,24.887953813777855,3.648057938730319,0.27189320331807904,0.017441996397526756,20578.82858048796,0.2192623593269074,-0.9521259783794906,29.0
1.0,0.8094902971102768,25.821166484105007,26.91465000588667,3.864596918681449,0.25100441646297456,0.01255995948347442,12603.871030695052,0.4528479503463701,24.318398244153496,24.881117976308527,3.64379831550566,0.27210196657635966,0.0174841985630476,20615.4352653851,0.21906108810965064,-0.9538125779317741,29.0
1.0,0.8098960322724341,25.82837692124795,26.9323843830982,3.863409520777933,0.25046794285772883,0.01257026879626715,12586.472832485535,0.4528154054794088,24.275015106210024,24.90187059903806,3.6482761876806,0.27184054541097286,0.017449028162360287,20621.583800880737,0.21912365531878453,-0.9534899060490797,29.0
1.0,0.8110428083009328,25.787739957746258,26.98177062451508,3.8757902185213826,0.25042315810303933,0.012592384745504415,12596.528672363338,0.45238202169150377,24.266676377619213,24.88496944219976,3.6517192341901707,0.2714985525699609,0.01743485069912087,20618.996530871078,0.21883658250342505,-0.9531328190061317,29.0
1.0,0.81227962669488,25.80926785841446,26.9620203402458,3.868087355444635,0.25021926646545295,0.012590083944392167,12601.284148477163,0.452572482787838,24.357388587566845,24.905617941540488,3.6499183382517604,0.2721013164426707,0.017431899333879796,20660.559462421214,0.21882587355044872,-0.9544033535975259,29.0
1.0,0.8107812258376419,25.837596520696827,26.928850672229682,3.867518084292753,0.24980918105615688,0.012566340642140399,12588.619476470585,0.45237079238624095,24.316771812303116,24.87812645793161,3.6508879901453843,0.27178630446313545,0.017421723367872496,20603.958883646977,0.21896196297618342,-0.9522538944969973,29.0
1.0,0.8109809094573955,25.85346404991193,26.895437297923113,3.8739688959864504,0.25017525156696757,0.012572292215594104,12604.751484595377,0.45286695239736513,24.3027929457377,24.83611433692688,3.646289122777021,0.27163686516187113,0.017444707700062664,20617.73676888758,0.2190264434664345,-0.9531330662057901,29.0
1.0,0.8097932805435915,25.828089657874692,26.975978122096624,3.8655409248860435,0.2504714661363061,0.01257074397080896,12578.436642726767,0.45266999200640784,24.277247491448367,24.903746846586753,3.6505185835421035,0.27205333813857263,0.017443421067491912,20635.714463598906,0.21928230930012724,-0.9522193246725987,29.0
1.0,0.8094314288767195,25.87650048888959,26.981688304838585,3.8688729525230148,0.25029097486922014,0.012571350651856135,12588.179757532986,0.4528834930633061,24.27261970609472,24.89540654244537,3.6531017458660964,0.27165009839654414,0.01745398446233992,20619.993744706877,0.2193814435840327,-0.9535169518809572,29.0
1.0,0.8104534124957858,25.84367390343989,26.930398516218787,3.86909064994509,0.2501319223078599,0.012574296353808604,12601.49801881727,0.45224703844085923,24.306095260758426,24.853295106581207,3.6482718864890846,0.2717767590598613,0.017452635938403196,20614.970017924923,0.2191471698155765,-0.9537391770108072,29.0
1.0,0.8100321954340297,25.849991501692138,26.948281594258756,3.8626484711739004,0.2503628667062655,0.012588783105983128,12597.450940809444,0.4527789037106282,24.250654996806553,24.858429524295776,3.6587200952700547,0.27140875426083144,0.017414590078919018,20644.861312004177,0.21935817136874197,-0.9522821525833982,29.0
1.0,0.8104445572157556,25.796332459893467,26.926694044257076,3.872531755301808,0.25018099087342444,0.012593283964627486,12606.532739395043,0.4514935393421593,24.25287383357528,24.852260901588206,3.6588972539657596,0.2716209450582685,0.017439470722442,20567.124153794786,0.2191790917217311,-0.954120426750153,29.0
1.0,0.8101892601750572,25.828115878139922,26.972789081648585,3.8640089659278445,0.25054117174773194,0.012601790316912885,12590.679654811973,0.4532012569063829,24.264326536455815,24.850968285790334,3.64280487867081,0.27188884596980945,0.017474692817146507,20644.846743784525,0.21864821782597857,-0.9531016471262619,29.0
1.0,0.8111698233402379,25.80845846215513,26.917707519779213,3.8614156815908878,0.2503841554426975,0.01257338305334603,12607.73231028931,0.45285143903896646,24.299598896591892,24.85540837964035,3.650066451614427,0.27190470477142054,0.017456272426158652,20593.808977437733,0.2194625406507651,-0.9519311299076686,29.0
1.0,0.8087109399772029,25.811986322672464,26.9660782591024,3.8705947856730014,0.2501803000294953,0.012601119739316486,12602.468225019076,0.4531892555010475,24.28872385945745,24.848961356800235,3.649001306954313,0.27116543272549837,0.017434413413039685,20614.08700413676,0.21911450575663732,-0.9517126097679872,29.0
1.0,0.8104529924872227,25.811340436337602,26.939696893806047,3.868707090815293,0.2506412269568827,0.012586073055676206,12595.578553605594,0.4535298049914542,24.29772485289197,24.87302804974491,3.647581930965478,0.27168203929963447,0.017443856271362315,20619.05380014135,0.21900425323254047,-0.9520538227800767,29.0
1.0,0.8108904957207828,25.824939389315638,26.94926407705638,3.8755679358695576,0.250351938857717,0.012585940837574828,12611.428532808799,0.4532593672907154,24.263681120200243,24.913797870503267,3.6482984771350053,0.27161801838434707,0.017442480294075233,20597.457817734532,0.2191187919458577,-0.9515957678532956,29.0
1.0,0.8119115606645216,25.849000297508447,26.92035069685524,3.8680342198519706,0.2500941155235906,0.012581456964478117,12595.859244402734,0.45245378986855816,24.27729998812108,24.88645859228719,3.6489783179679733,0.271611520827864,0.01743387713306661,20611.238266337597,0.2189966928407003,-0.9522631114588729,29.0
1.0,0.8094868791730918,25.82510931216327,26.93050898050976,3.8703555087358565,0.25044303876234747,0.012560155861407067,12609.562861919598,0.4524792176809709,24.255481590962226,24.856489451730642,3.648705979140174,0.27199204218272516,0.017424808623722397,20606.450428973072,0.21901907537964174,-0.9538408678162639,29.0
1.0,0.8104700738128947,25.815723697277168,26.971636517831662,3.8714550774073673,0.25057373382224196,0.012586161275026287,12594.026215727652,0.4535788564818981,24.309330128191984,24.870546341505296,3.6454003106883754,0.2720647663376108,0.017454622386179886,20621.437186880772,0.21937340888390677,-0.9530362500177522,29.0
1.0,0.81052939923898,25.823077188521662,26.95891600014008,3.862283248251392,0.25038686911479724,0.012576604505396636,12611.061280097212,0.4531156176437219,24.268287576202844,24.866775790840546,3.654771642439508,0.2717818730940521,0.017433369987498018,20618.922111671607,0.21903838335215756,-0.9528574457120937,29.0
1.0,0.811718482681955,25.862919945011306,26.88892023332518,3.8657204588707064,0.2506447899794045,0.012579537219255761,12611.318555426502,0.45200109571062574,24.290102698668253,24.9220018086439,3.65542457780178,0.2719178582529744,0.017461740632708958,20625.734278851975,0.21942501148176327,-0.9559621211249046,29.0
1.0,0.8103963097885858,25.84499122736536,26.92030580742834,3.8763682618337194,0.25027910292146477,0.012602836249755124,12585.746660815557,0.45341369092176004,24.325536206567673,24.88776421625462,3.6552480030340013,0.27143870544382653,0.017445603798062304,20593.670564038337,0.21916570060004703,-0.9531268345976035,29.0
1.0,0.8098940955952136,25.851505971808443,26.926155850101292,3.8654088472586494,0.2500664306976469,0.0125765090589797,12599.803111370215,0.453095885863957,24.294495763594067,24.864643239513594,3.6579801907279963,0.27190519157558757,0.01743638005181063,20583.267046816127,0.21933486647082082,-0.9525389769215685,29.0
1.0,0.8106695014292948,25.83564338453069,26.938446360845802,3.867508032702763,0.25064210560283967,0.01256836709289864,12605.628661592144,0.4535511027963039,24.29755502320111,24.872071925197314,3.6485636342208987,0.2718304566055494,0.017430330983957697,20574.911856331102,0.2194043331600641,-0.9525830294806275,29.0
1.0,0.8105432336143891,25.844201875635406,26.957760872790246,3.872221195535726,0.2508019326192199,0.01257119857776943,12585.124167428601,0.4522492301667668,24.31442604932733,24.861983723556477,3.6525835462154865,0.2715938704800195,0.017459060538783003,20645.26013979826,0.21930301018004278,-0.9528470639667072,29.0
1.0,0.8097881575646027,25.795638206234802,26.902237292991522,3.8711635729720713,0.25052230164238154,0.012569494860724267,12580.222868769799,0.45201067780566134,24.315990001346847,24.884019124873898,3.646641774230835,0.27181792122706583,0.01747455071249991,20654.316093134283,0.21913043309285382,-0.9537836684825488,29.0
1.0,0.8096061898368254,25.81001206069567,26.906286623061163,3.8726625384714732,0.2505856048537516,0.012583066018194436,12570.77339060518,0.45299161042114017,24.277058842367794,24.863707384172002,3.6537387175688756,0.2712490757311547,0.017423555912950885,20624.70281033068,0.21887449627438174,-0.9532132444463861,29.0
1.0,0.8109589945089373,25.817154620421753,26.952223863053653,3.864147383441208,0.25049067935340136,0.012562784696180425,12599.911167256932,0.4527867823247865,24.309186424085485,24.83433376940894,3.655810402743028,0.2718083501839042,0.01743851226908648,20617.834660044315,0.21890959877098284,-0.951792321933402,29.0
1.0,0.8111135907293908,25.852225284464637,26.971734684905694,3.8713835346296466,0.2507607637243296,0.012565100955608423,12597.808440455705,0.45357155851819625,24.290736970379296,24.796089064679066,3.639413987160069,0.2721012667898121,0.01745506697330077,20613.815731783397,0.21920707675236728,-0.9519468426575561,29.0
1.0,0.8087362148214555,25.844720943459144,26.922605902915205,3.865761492385071,0.25027150982451285,0.012564596874810995,12595.830919045267,0.4530976579325798,24.255530797063564,24.910620693180995,3.655544026807536,0.2716565442841834,0.01742428889592935,20596.350858461607,0.2188905045144351,-0.9525837510915296,29.0
1.0,0.8088633400884707,25.76032868278052,26.95655769293622,3.870337840611279,0.25010896029934493,0.012566465559395749,12590.877158092182,0.45300099480762035,24.27290795680004,24.86412742454691,3.657580223233045,0.2719278687038684,0.017424506485502776,20589.493735457523,0.21900745612642752,-0.9518312065255504,29.0
1.0,0.8103266434229303,25.841165098478367,26.957056226637782,3.8673545546421604,0.25066044737229015,0.012572855483617524,12601.157147896913,0.4526317328972244,24.238409264713393,24.877803884623514,3.6494532701328923,0.27200664489321674,0.01744738277305347,20577.034847314473,0.21906457553440023,-0.9520823973570703,29.0
1.0,0.8098596290780551,25.80467975344703,26.963238861436164,3.876731054337999,0.2504873898035953,0.012571244643650092,12585.72958870111,0.4527063271358199,24.274140773029938,24.88229802032989,3.6544610049048845,0.2714068274773387,0.017438926314730933,20634.987781882464,0.21938856668951248,-0.9525852611843708,29.0
1.0,0.8095643560060615,25.794726156464975,26.914906417834008,3.874888572118041,0.2506248945282615,0.012595805948937661,12621.337161932981,0.45353229643781956,24.290564871285625,24.849658766222287,3.651766715287288,0.27138066792481386,0.017420638403026892,20594.166461971192,0.21904359641213605,-0.9523703667553807,29.0
1.0,0.8107466723518374,25.828553497526027,26.94804817031624,3.8802798596066137,0.25020676155916677,0.012565462999979543,12604.777154020947,0.45288030078692987,24.348907272877867,24.82291570775703,3.654625106391115,0.2717019584645101,0.017422042334275474,20642.308175769223,0.21931153291511332,-0.9513667516190952,29.0
1.0,0.8085085036513381,25.848432789305292,26.964679157470133,3.871831188495275,0.2507239614828239,0.01258100609035805,12577.926096089679,0.4524715521462858,24.31424845394946,24.846347664312436,3.6514147518995643,0.27179296075791803,0.017439448888221912,20612.770569421653,0.21902547712926343,-0.9512621487907976,29.0
1.0,0.8102595023442687,25.81167638497651,26.979288105781592,3.8722839394731445,0.25037825476173836,0.012567038126604,12615.605755127803,0.45245477682539015,24.28978650876333,24.86774438289758,3.648670681090061,0.2720884215227914,0.017417385880059612,20612.632640941083,0.21930375254125306,-0.952731236941203,29.0
1.0,0.8095547389330484,25.83366425191904,26.940324945122814,3.8719095264581744,0.25036189347040516,0.012586378907878962,12599.384194613005,0.4532477226836378,24.273671525799887,24.867730436521267,3.6551290116779516,0.27176407905123817,0.017422946202515874,20608.770720789034,0.21889417987212112,-0.9531507950242932,29.0
1.0,0.8105774390987792,25.817098230531165,26.92936366130839,3.8713952940540617,0.2505234250444621,0.012562684537354995,12620.683026211545,0.45312161603967016,24.2789124776535,24.868212784874387,3.6538820669315624,0.27172914050267943,0.01746053458780621,20622.060439518507,0.21931592165354266,-0.9521028591526789,29.0
1.0,0.8107337375957341,25.797260147851723,26.917327445445867,3.8697056479107763,0.25016516779537057,0.012566832771316348,12592.393825529882,0.4533358295681794,24.296379296378014,24.81137223493346,3.6474379682315567,0.27149176438891237,0.01744234639448516,20615.00429880402,0.2192590424821915,-0.9526340031640163,29.0
1.0,0.8113816917882241,25.814037640499595,27.000573894941493,3.87152721221624,0.2506197932485548,0.012571373092787792,12593.391635130576,0.45302852943792005,24.278502350548344,24.882337713399732,3.6562452540640877,0.27158731216636445,0.01747595536722371,20603.042781932105,0.2192760442885438,-0.9535357795561391,29.0
1.0,0.8105318948174189,25.83663377201122,26.985188176827467,3.8612327011325305,0.2506600573113018,0.0125679081768464,12580.585773124132,0.4529255210197622,24.30058279231464,24.84073201151183,3.6479546141754766,0.27135373583182987,0.0174578623261076,20611.23952358364,0.21918204390660806,-0.9502707672161728,29.0
1.0,0.811577842978094,25.808237083881146,26.9456548910821,3.8706365906892226,0.250240915713363,0.012569007401365092,12596.837027404215,0.452702118446086,24.245480420856506,24.85940320358245,3.6496225863228045,0.27174190430149303,0.017417387810586788,20572.567627196935,0.21912388492146423,-0.953807703896806,29.0
1.0,0.8102123919054102,25.80375799823868,26.896651881984404,3.8634687449080216,0.2504680110139711,0.012562031815362782,12610.850041408858,0.4529000999371977,24.276376405110348,24.895562975198022,3.6500306794349675,0.2718236531001737,0.017408219368322212,20607.7181336198,0.21910775687349554,-0.9511100904306851,29.0
1.0,0.8107289329421761,25.789273182535812,26.944077142729626,3.8779617430728264,0.25012526829796916,0.012568502422091536,12591.796508854806,0.4525353636594068,24.271341610206054,24.83668958517449,3.649153832140309,0.2713928659450768,0.01744852801069969,20594.33548139269,0.21890474534490184,-0.953665665336457,29.0
1.0,0.8105311977925312,25.819766207452684,26.939308657795287,3.8728373180125812,0.2503607695783036,0.012563654091297416,12592.394016423776,0.452440534501328,24.308253290636948,24.841722832706974,3.6473031946871486,0.27163646593836716,0.017449378365702522,20628.938022389357,0.21906029785395237,-0.9528265919996334,29.0
1.0,0.8100223105760838,25.826931010294143,26.88437185797462,3.866223438348924,0.2501156899681389,0.01256646688084557,12588.17028549832,0.45321584396455966,24.287032129738865,24.857602543241608,3.6523177262883797,0.27152276200263803,0.017446441837555803,20606.63966472208,0.21919150186922928,-0.9538352354142523,29.0
1.0,0.8100039287515458,25.771636693432363,26.896394462704187,3.868583072149786,0.2501276957360141,0.012586275347077973,12605.153641761235,0.45342607138368024,24.309718805545888,24.840369019627495,3.6513787490428204,0.27180849890580444,0.017434007165459894,20592.862189434298,0.21891603865153672,-0.9533404104153052,29.0
1.0,0.8097002621085043,25.830305224942276,26.949673229453676,3.8639715157810564,0.250730558047942,0.012573607065882024,12584.456283982325,0.4523439895529819,24.26418376196133,24.870683240825013,3.654560891332998,0.2717259569952981,0.017439566204377845,20634.44196344158,0.21902250397967896,-0.953281550361567,29.0
1.0,0.8106977307111516,25.842204732145934,26.997379535320825,3.8736610420365816,0.2503944060770689,0.01260041631318638,12604.228925100959,0.45262582403576684,24.31975773529596,24.861310495629297,3.643842711551077,0.2715017165096156,0.01745358431327739,20625.710033574094,0.21966997846826988,-0.9521633339065403,29.0
1.0,0.8101138347839348,25.846335518433882,26.977479258119647,3.8682888816783683,0.25045917050863176,0.012589329857177225,12591.873561367529,0.4527202274069157,24.28434658905707,24.854920327720222,3.6489311024820883,0.2715007060069773,0.017458817673736797,20599.011815638336,0.21880655905353583,-0.9515917011192826,29.0
1.0,0.8093345475618269,25.85060668771268,26.912590381683735,3.8638947680566345,0.2501485767567005,0.012570250517710409,12615.350913296099,0.45351221568340183,24.277618040670653,24.81399299478306,3.6510302273876465,0.2713980346530725,0.017443964719547334,20634.259651163946,0.21891018157577913,-0.9534183358449232,29.0
1.0,0.8118027550734656,25.873905091619342,26.931145803182694,3.8725130572967514,0.25020091021396434,0.012565345354436014,12588.403738803308,0.45322297654428306,24.30425438656203,24.860668922088628,3.6588479101242295,0.2719910972787724,0.01740696934618424,20583.18082758745,0.21912742292557064,-0.9536343737060293,29.0
1.0,0.8105101292408613,25.84303495932687,26.942047131785625,3.868582567969051,0.2509095516853853,0.012554781255722238,12613.106150262962,0.4526345474472013,24.260047207142502,24.894092165333557,3.6486551078572655,0.27148153993501073,0.017453777676631557,20594.89981314314,0.21902660154234543,-0.953236789657291,29.0
1.0,0.8113234357704536,25.848055677377396,26.953499767272703,3.867004831143468,0.25020550006692405,0.012586914114483492,12593.312530351413,0.4523432666182952,24.259132331919158,24.882312809177467,3.6507292228068735,0.27175896014228773,0.01741897612954382,20586.93414911419,0.21934406720228197,-0.9523592931345425,29.0
1.0,0.8095866121696262,25.866754069342715,26.944203310231646,3.87276960206186,0.2506448384451913,0.01257440134943513,12622.160913376856,0.45245959936012575,24.252058009451133,24.86469253756823,3.6437934158337777,0.2716970773999955,0.017434896236425437,20660.556248236786,0.2190588493603786,-0.9521788429753218,29.0
1.0,0.8099857846340038,25.829081182657784,26.946010505706518,3.8652188844122506,0.2505583855941606,0.01255835971479907,12616.994802665453,0.452995285388715,24.286615815373096,24.869820176529824,3.650415891308576,0.27162259885640366,0.017458768939056887,20580.692871410523,0.2193332586857701,-0.9528649427976085,29.0
1.0,0.8113861071864408,25.843229912136795,26.914122296135105,3.8645688213325022,0.2503519317067348,0.012582675232623713,12583.611765505504,0.45313483544746774,24.276286133659116,24.86931448703313,3.6520772929623773,0.27164980183804377,0.017452649860949448,20617.180187804377,0.218686468416736,-0.9518168697726194,29.0
