Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;2.137;25.69;4.08;4.09;4.03;4.06
1;2.128;25.69;4.06;4.07;4.03;4.06
3;2.13;25.69;4.08;4.06;4.03;4.05
5;2.132;25.69;4.06;4.08;4.02;4.05
7;2.126;25.69;4.07;4.06;4.02;4.05
9;2.128;25.69;4.05;4.08;4.02;4.05
11;2.126;25.69;4.07;4.06;4.02;4.05
13;2.126;25.69;4.05;4.08;4.02;4.05
15;2.13;25.69;4.07;4.05;4.02;4.05
16;2.126;25.69;4.05;4.07;4.02;4.05
18;2.126;25.69;4.06;4.05;4.02;4.04
20;2.126;25.69;4.04;4.07;4.01;4.04
22;2.121;25.69;4.06;4.05;4.01;4.04
24;2.123;25.69;4.04;4.07;4.01;4.04
26;2.121;25.62;4.06;4.05;4.01;4.04
28;2.123;25.62;4.04;4.07;4.01;4.04
30;2.123;25.62;4.06;4.04;4.01;4.04
31;2.123;25.62;4.04;4.06;4.01;4.03
33;2.126;25.62;4.05;4.04;4.01;4.03
35;2.128;25.62;4.03;4.06;4.01;4.03
37;2.128;25.62;4.05;4.04;4.01;4.03
39;2.123;25.62;4.03;4.06;4.01;4.03
41;2.117;25.62;4.05;4.04;4.01;4.03
43;2.119;25.62;4.03;4.06;4.01;4.03
44;2.119;25.62;4.05;4.04;4.01;4.03
46;2.124;25.62;4.03;4.06;4.01;4.03
48;2.123;25.62;4.04;4.04;4;4.03
50;2.121;25.62;4.03;4.05;4.01;4.03
52;2.123;25.62;4.04;4.03;4;4.03
54;2.117;25.62;4.03;4.05;4;4.03
56;2.115;25.62;4.04;4.03;4;4.03
58;2.117;25.62;4.02;4.05;4;4.03
59;2.119;25.62;4.04;4.03;4;4.03
61;2.115;25.62;4.02;4.05;4;4.03
63;2.121;25.62;4.04;4.03;4;4.03
65;2.119;25.62;4.02;4.05;4;4.02
67;2.119;25.62;4.04;4.03;4;4.03
69;2.115;25.62;4.02;4.05;4;4.03
71;2.114;25.56;4.03;4.03;4;4.03
