Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;1.075;24;4.12;4.12;4.12;4.11
1;1.077;24;4.12;4.12;4.11;4.11
3;1.074;24;4.11;4.12;4.11;4.11
5;1.089;24;4.11;4.12;4.11;4.11
7;1.089;24;4.11;4.12;4.11;4.11
9;1.077;24;4.11;4.12;4.11;4.11
10;1.075;24.06;4.11;4.12;4.11;4.11
12;1.069;24.06;4.11;4.12;4.11;4.1
14;1.089;24.06;4.11;4.11;4.11;4.1
16;1.074;24.06;4.11;4.11;4.11;4.1
18;1.069;24.06;4.11;4.11;4.11;4.1
20;1.07;24.06;4.11;4.11;4.11;4.1
22;1.074;24.06;4.11;4.11;4.11;4.1
23;1.072;24.06;4.11;4.11;4.11;4.1
25;1.072;24.06;4.11;4.11;4.11;4.1
27;1.072;24.06;4.11;4.11;4.11;4.1
29;1.069;24.06;4.11;4.11;4.11;4.1
31;1.07;24.06;4.11;4.11;4.1;4.1
33;1.072;24.06;4.11;4.11;4.1;4.1
35;1.069;24.06;4.11;4.11;4.1;4.1
37;1.069;24.06;4.1;4.11;4.1;4.1
38;1.067;24.06;4.1;4.11;4.1;4.1
40;1.067;24.06;4.1;4.11;4.1;4.1
42;1.07;24.06;4.1;4.11;4.1;4.1
44;1.069;24.06;4.1;4.11;4.1;4.1
46;1.074;24.06;4.1;4.11;4.1;4.1
48;1.07;24.06;4.1;4.11;4.1;4.1
50;1.067;24.06;4.1;4.11;4.1;4.1
52;1.07;24.06;4.1;4.11;4.1;4.1
53;1.069;24.06;4.1;4.1;4.1;4.1
55;1.065;24.06;4.1;4.1;4.1;4.1
57;1.065;24.06;4.1;4.1;4.1;4.09
59;1.069;24.06;4.1;4.1;4.1;4.1
61;1.065;24.06;4.1;4.1;4.1;4.09
63;1.067;24.06;4.1;4.1;4.1;4.09
65;1.065;24.06;4.1;4.1;4.1;4.09
67;1.064;24.06;4.1;4.1;4.1;4.09
68;1.065;24;4.1;4.1;4.1;4.1
70;1.064;24.06;4.1;4.1;4.1;4.1
72;1.065;24.06;4.1;4.1;4.09;4.09
74;1.064;24.06;4.1;4.1;4.09;4.09
76;1.06;24;4.1;4.1;4.09;4.09
78;1.062;24.06;4.1;4.1;4.09;4.09
80;1.062;24.06;4.09;4.1;4.09;4.09
82;1.064;24;4.09;4.1;4.09;4.09
83;1.064;24;4.09;4.1;4.09;4.09
85;1.064;24;4.09;4.1;4.09;4.09
87;1.064;24;4.09;4.1;4.09;4.09
89;1.059;24;4.09;4.1;4.09;4.09
91;1.06;24;4.09;4.1;4.09;4.09
