Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;3.003;22.69;3.97;3.96;3.98;3.97
1;3;22.62;3.97;3.96;3.97;3.97
3;2.996;22.62;3.97;3.95;3.97;3.97
5;2.996;22.62;3.96;3.95;3.97;3.96
7;2.994;22.62;3.96;3.95;3.97;3.96
9;2.992;22.69;3.96;3.95;3.97;3.96
11;2.996;22.62;3.96;3.95;3.96;3.96
13;2.99;22.62;3.96;3.95;3.96;3.96
15;2.99;22.62;3.96;3.95;3.96;3.96
16;2.994;22.62;3.96;3.94;3.96;3.95
18;2.989;22.62;3.95;3.94;3.96;3.95
20;2.99;22.62;3.95;3.94;3.96;3.95
22;2.994;22.62;3.95;3.94;3.96;3.95
24;2.992;22.62;3.95;3.94;3.96;3.95
26;2.992;22.62;3.95;3.94;3.96;3.95
28;2.987;22.62;3.95;3.94;3.96;3.95
29;2.992;22.62;3.95;3.94;3.95;3.95
31;2.989;22.62;3.95;3.94;3.95;3.95
33;2.985;22.62;3.95;3.94;3.95;3.95
35;2.987;22.62;3.95;3.94;3.95;3.95
37;2.987;22.62;3.95;3.94;3.95;3.95
39;2.987;22.62;3.95;3.94;3.95;3.95
41;2.985;22.62;3.95;3.94;3.95;3.95
43;2.987;22.62;3.95;3.93;3.95;3.94
44;2.989;22.62;3.95;3.93;3.95;3.94
46;2.985;22.62;3.95;3.93;3.95;3.94
48;2.983;22.62;3.94;3.93;3.95;3.94
50;2.987;22.62;3.94;3.93;3.95;3.94
52;2.981;22.62;3.94;3.93;3.95;3.94
54;2.983;22.62;3.94;3.93;3.95;3.94
56;2.983;22.62;3.94;3.93;3.95;3.94
58;2.981;22.62;3.94;3.93;3.95;3.94
59;2.981;22.62;3.94;3.93;3.95;3.94
61;2.983;22.62;3.94;3.93;3.94;3.94
63;2.979;22.62;3.94;3.93;3.94;3.94
65;2.981;22.69;3.94;3.93;3.94;3.94
67;2.983;22.69;3.94;3.93;3.94;3.94
69;2.985;22.69;3.94;3.93;3.94;3.94
71;2.981;22.69;3.94;3.93;3.94;3.94
73;2.983;22.69;3.94;3.93;3.94;3.94
