Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;2.985;25.69;3.98;4.01;3.96;3.99
1;2.979;25.69;3.99;3.99;3.96;4
3;2.978;25.69;3.99;4.01;3.96;3.97
5;2.981;25.69;3.98;3.98;3.96;3.99
7;2.978;25.69;3.98;4;3.96;3.97
9;2.978;25.69;3.98;3.98;3.96;3.99
11;2.978;25.69;3.98;4;3.96;3.97
13;2.976;25.69;3.98;3.98;3.95;3.98
15;2.976;25.69;3.98;4;3.95;3.96
16;2.976;25.62;3.98;3.98;3.95;3.98
18;2.981;25.69;3.97;3.99;3.95;3.98
20;2.978;25.62;3.98;3.97;3.95;3.98
22;2.983;25.62;3.97;3.99;3.95;3.98
24;2.976;25.69;3.97;3.97;3.95;3.98
26;2.981;25.62;3.97;3.99;3.95;3.98
28;2.978;25.69;3.97;3.97;3.95;3.98
30;2.976;25.69;3.97;3.99;3.95;3.98
31;2.976;25.62;3.97;3.97;3.95;3.98
33;2.974;25.69;3.97;3.99;3.95;3.96
35;2.972;25.62;3.97;3.97;3.95;3.98
37;2.972;25.69;3.97;3.99;3.95;3.96
39;2.97;25.62;3.97;3.97;3.95;3.97
41;2.974;25.69;3.96;3.99;3.95;3.97
43;2.97;25.62;3.97;3.97;3.95;3.97
44;2.976;25.69;3.96;3.99;3.94;3.97
46;2.97;25.69;3.97;3.97;3.94;3.97
48;2.97;25.69;3.96;3.98;3.94;3.97
50;2.968;25.69;3.97;3.96;3.94;3.97
52;2.97;25.69;3.97;3.99;3.94;3.95
54;2.972;25.69;3.97;3.96;3.94;3.97
56;2.972;25.69;3.96;3.98;3.94;3.97
58;2.97;25.69;3.97;3.96;3.94;3.97
59;2.967;25.69;3.97;3.98;3.94;3.95
61;2.963;25.69;3.96;3.96;3.94;3.97
63;2.967;25.69;3.96;3.98;3.94;3.97
65;2.965;25.69;3.96;3.96;3.94;3.97
67;2.968;25.69;3.96;3.98;3.94;3.97
69;2.963;25.69;3.96;3.96;3.94;3.97
71;2.965;25.69;3.96;3.98;3.94;3.95
