Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;1.062;25.37;4.13;4.16;4.17;4.17
1;1.057;25.37;4.14;4.16;4.14;4.15
3;1.057;25.37;4.13;4.13;4.17;4.17
5;1.056;25.37;4.13;4.16;4.14;4.15
7;1.054;25.37;4.13;4.13;4.16;4.17
9;1.054;25.37;4.13;4.15;4.14;4.14
11;1.098;25.37;4.12;4.12;4.16;4.16
13;1.071;25.37;4.13;4.15;4.14;4.14
15;1.091;25.37;4.12;4.14;4.16;4.16
16;1.081;25.37;4.13;4.15;4.13;4.14
18;1.074;25.37;4.12;4.12;4.16;4.16
20;1.08;25.37;4.12;4.14;4.13;4.13
22;1.08;25.37;4.12;4.11;4.15;4.15
24;1.076;25.37;4.12;4.14;4.13;4.13
26;1.076;25.37;4.12;4.11;4.15;4.15
28;1.076;25.37;4.12;4.14;4.12;4.13
30;1.069;25.37;4.11;4.11;4.15;4.15
31;1.073;25.37;4.12;4.14;4.12;4.13
33;1.066;25.37;4.11;4.11;4.15;4.15
35;1.066;25.37;4.12;4.13;4.12;4.13
37;1.086;25.37;4.11;4.11;4.14;4.15
39;1.071;25.37;4.11;4.13;4.12;4.12
41;1.069;25.37;4.1;4.13;4.14;4.14
43;1.068;25.37;4.11;4.13;4.12;4.12
44;1.083;25.37;4.11;4.1;4.14;4.14
46;1.074;25.37;4.11;4.13;4.11;4.12
48;1.066;25.37;4.11;4.1;4.14;4.14
50;1.071;25.37;4.11;4.13;4.11;4.12
52;1.066;25.37;4.1;4.1;4.13;4.14
54;1.068;25.37;4.11;4.13;4.11;4.12
56;1.069;25.37;4.1;4.1;4.13;4.14
58;1.069;25.37;4.11;4.12;4.11;4.12
59;1.066;25.37;4.1;4.1;4.13;4.13
61;1.071;25.37;4.1;4.12;4.11;4.11
63;1.062;25.37;4.1;4.09;4.13;4.13
65;1.062;25.37;4.1;4.12;4.1;4.11
67;1.062;25.37;4.1;4.09;4.13;4.13
69;1.091;25.37;4.1;4.12;4.1;4.11
71;1.062;25.37;4.1;4.09;4.13;4.13
73;1.064;25.37;4.1;4.12;4.1;4.11
74;1.061;25.37;4.1;4.09;4.12;4.13
76;1.062;25.37;4.1;4.12;4.1;4.1
78;1.066;25.37;4.09;4.09;4.12;4.13
80;1.061;25.37;4.1;4.11;4.1;4.1
82;1.064;25.37;4.09;4.09;4.12;4.13
84;1.062;25.37;4.1;4.11;4.1;4.1
86;1.057;25.31;4.09;4.08;4.12;4.12
88;1.057;25.31;4.1;4.11;4.1;4.1
89;1.062;25.31;4.09;4.08;4.12;4.12
91;1.066;25.31;4.09;4.11;4.1;4.1
93;1.057;25.31;4.09;4.08;4.12;4.12
