Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;1.086;25.81;4.13;4.11;4.1;4.1
1;1.064;25.81;4.11;4.12;4.1;4.1
3;1.071;25.81;4.13;4.11;4.1;4.09
5;1.076;25.81;4.11;4.12;4.1;4.09
7;1.069;25.81;4.13;4.09;4.1;4.1
9;1.066;25.81;4.11;4.11;4.1;4.1
11;1.068;25.81;4.12;4.11;4.1;4.09
13;1.063;25.81;4.11;4.11;4.1;4.09
15;1.064;25.81;4.12;4.11;4.09;4.09
16;1.064;25.75;4.11;4.11;4.09;4.09
18;1.063;25.75;4.12;4.11;4.09;4.09
20;1.061;25.81;4.11;4.11;4.09;4.09
22;1.064;25.81;4.12;4.09;4.09;4.09
24;1.061;25.75;4.11;4.11;4.09;4.09
26;1.064;25.75;4.12;4.11;4.09;4.09
28;1.061;25.81;4.11;4.11;4.09;4.09
30;1.066;25.75;4.12;4.11;4.09;4.09
31;1.063;25.81;4.1;4.11;4.09;4.09
33;1.063;25.75;4.12;4.11;4.09;4.09
35;1.061;25.75;4.1;4.11;4.09;4.09
37;1.061;25.75;4.12;4.09;4.09;4.09
39;1.061;25.75;4.1;4.11;4.09;4.09
41;1.063;25.81;4.11;4.1;4.09;4.09
43;1.063;25.75;4.1;4.11;4.09;4.09
44;1.059;25.75;4.11;4.1;4.09;4.09
46;1.059;25.75;4.1;4.11;4.09;4.09
48;1.061;25.75;4.11;4.1;4.09;4.09
50;1.061;25.75;4.1;4.1;4.09;4.09
52;1.061;25.75;4.11;4.1;4.09;4.09
54;1.059;25.75;4.1;4.1;4.09;4.09
56;1.061;25.75;4.11;4.1;4.09;4.09
58;1.059;25.75;4.1;4.1;4.09;4.09
59;1.059;25.75;4.11;4.1;4.09;4.09
61;1.063;25.75;4.09;4.1;4.09;4.09
63;1.059;25.75;4.11;4.08;4.09;4.09
65;1.058;25.75;4.09;4.1;4.09;4.09
67;1.056;25.75;4.11;4.1;4.08;4.09
69;1.056;25.75;4.09;4.1;4.08;4.09
71;1.061;25.75;4.11;4.1;4.08;4.08
73;1.058;25.75;4.09;4.1;4.08;4.09
74;1.058;25.75;4.1;4.1;4.08;4.08
76;1.056;25.75;4.09;4.1;4.08;4.08
78;1.058;25.75;4.11;4.08;4.08;4.08
80;1.058;25.75;4.09;4.1;4.08;4.08
82;1.061;25.75;4.1;4.1;4.08;4.08
84;1.061;25.75;4.09;4.1;4.08;4.08
86;1.058;25.75;4.1;4.1;4.08;4.08
88;1.058;25.75;4.09;4.1;4.08;4.08
89;1.056;25.75;4.1;4.08;4.08;4.08
91;1.059;25.75;4.09;4.09;4.08;4.08
93;1.058;25.75;4.1;4.09;4.08;4.08
95;1.058;25.75;4.09;4.09;4.08;4.08
97;1.059;25.75;4.1;4.09;4.08;4.08
99;1.056;25.75;4.08;4.09;4.08;4.08
101;1.059;25.75;4.1;4.09;4.08;4.08
103;1.056;25.75;4.1;4.09;4.08;4.08
104;1.059;25.75;4.08;4.09;4.08;4.08
106;1.058;25.75;4.1;4.09;4.08;4.08
108;1.056;25.75;4.1;4.09;4.08;4.08
110;1.056;25.75;4.08;4.09;4.08;4.08
112;1.054;25.75;4.1;4.09;4.08;4.08
114;1.056;25.75;4.1;4.09;4.08;4.08
116;1.056;25.75;4.08;4.09;4.08;4.08
117;1.054;25.75;4.09;4.09;4.08;4.08
119;1.054;25.75;4.09;4.09;4.08;4.08
121;1.056;25.75;4.09;4.09;4.08;4.08
123;1.054;25.75;4.08;4.09;4.08;4.08
125;1.054;25.75;4.09;4.09;4.08;4.08
127;1.052;25.75;4.09;4.09;4.08;4.08
129;1.054;25.75;4.09;4.09;4.08;4.08
131;1.052;25.75;4.09;4.09;4.08;4.08
132;1.054;25.75;4.08;4.09;4.08;4.08
134;1.052;25.75;4.09;4.09;4.07;4.08
136;1.054;25.75;4.09;4.09;4.07;4.08
138;1.054;25.75;4.09;4.09;4.07;4.08
140;1.054;25.75;4.09;4.09;4.07;4.08
142;1.052;25.75;4.09;4.09;4.07;4.07
144;1.054;25.75;4.08;4.09;4.07;4.08
146;1.051;25.75;4.09;4.09;4.07;4.08
147;1.052;25.75;4.09;4.09;4.07;4.07
149;1.052;25.75;4.09;4.09;4.07;4.07
151;1.054;25.75;4.09;4.09;4.07;4.07
153;1.052;25.75;4.09;4.08;4.07;4.07
155;1.054;25.75;4.09;4.09;4.07;4.07
157;1.051;25.75;4.09;4.08;4.07;4.07
159;1.052;25.75;4.09;4.08;4.07;4.07
161;1.051;25.75;4.09;4.08;4.07;4.07
162;1.051;25.75;4.09;4.08;4.07;4.07
164;1.051;25.75;4.09;4.08;4.07;4.07
166;1.052;25.75;4.08;4.08;4.07;4.07
168;1.051;25.75;4.09;4.08;4.07;4.07
170;1.052;25.75;4.09;4.08;4.07;4.07
172;1.054;25.75;4.09;4.08;4.07;4.07
174;1.051;25.75;4.09;4.08;4.07;4.07
176;1.054;25.75;4.09;4.08;4.07;4.07
177;1.051;25.75;4.09;4.08;4.07;4.07
179;1.051;25.75;4.09;4.08;4.07;4.07
181;1.051;25.75;4.09;4.08;4.07;4.07
183;1.049;25.75;4.09;4.08;4.07;4.07
185;1.049;25.75;4.09;4.08;4.07;4.07
187;1.051;25.75;4.09;4.08;4.07;4.07
189;1.052;25.75;4.09;4.08;4.07;4.07
190;1.049;25.75;4.09;4.08;4.07;4.07
192;1.049;25.75;4.09;4.08;4.07;4.07
194;1.051;25.75;4.08;4.08;4.07;4.07
196;1.049;25.75;4.08;4.08;4.07;4.07
198;1.049;25.75;4.08;4.08;4.07;4.07
200;1.049;25.75;4.08;4.08;4.07;4.07
202;1.049;25.75;4.08;4.08;4.07;4.07
204;1.052;25.75;4.08;4.08;4.07;4.07
205;1.047;25.75;4.08;4.08;4.07;4.07
207;1.049;25.75;4.08;4.08;4.07;4.07
209;1.051;25.75;4.08;4.08;4.06;4.07
211;1.049;25.75;4.08;4.08;4.07;4.07
213;1.047;25.75;4.08;4.08;4.07;4.07
215;1.052;25.75;4.08;4.08;4.06;4.07
217;1.049;25.75;4.08;4.08;4.07;4.07
219;1.047;25.75;4.08;4.08;4.06;4.07
220;1.049;25.69;4.08;4.08;4.06;4.07
222;1.051;25.75;4.08;4.08;4.06;4.07
224;1.049;25.75;4.08;4.08;4.06;4.07
226;1.051;25.75;4.08;4.08;4.06;4.07
228;1.044;25.75;4.08;4.08;4.06;4.07
230;1.047;25.75;4.08;4.08;4.06;4.07
232;1.051;25.75;4.08;4.07;4.06;4.07
234;1.047;25.75;4.08;4.07;4.06;4.07
235;1.047;25.75;4.08;4.07;4.06;4.06
237;1.047;25.69;4.08;4.07;4.06;4.07
239;1.046;25.75;4.08;4.07;4.06;4.06
241;1.044;25.75;4.08;4.07;4.06;4.06
243;1.046;25.69;4.08;4.07;4.06;4.06
245;1.049;25.75;4.08;4.07;4.06;4.06
247;1.049;25.75;4.08;4.07;4.06;4.06
249;1.046;25.75;4.08;4.07;4.06;4.06
250;1.047;25.69;4.08;4.07;4.06;4.06
252;1.046;25.69;4.08;4.07;4.06;4.06
254;1.047;25.75;4.08;4.07;4.06;4.06
256;1.044;25.75;4.08;4.07;4.06;4.06
258;1.046;25.69;4.08;4.07;4.06;4.06
260;1.049;25.69;4.08;4.07;4.06;4.06
262;1.044;25.75;4.08;4.07;4.06;4.06
264;1.046;25.75;4.08;4.07;4.06;4.06
265;1.049;25.69;4.08;4.07;4.06;4.06
267;1.046;25.75;4.08;4.07;4.06;4.06
269;1.046;25.75;4.08;4.07;4.06;4.06
271;1.044;25.75;4.08;4.07;4.06;4.06
273;1.046;25.69;4.08;4.07;4.06;4.06
275;1.046;25.69;4.08;4.07;4.06;4.06
277;1.044;25.69;4.07;4.07;4.06;4.06
278;1.047;25.75;4.07;4.07;4.06;4.06
280;1.046;25.75;4.07;4.07;4.06;4.06
282;1.044;25.75;4.07;4.07;4.06;4.06
284;1.046;25.69;4.07;4.07;4.06;4.06
286;1.044;25.69;4.07;4.07;4.06;4.06
288;1.042;25.69;4.07;4.07;4.06;4.06
290;1.046;25.69;4.07;4.07;4.06;4.06
292;1.046;25.75;4.07;4.07;4.06;4.06
293;1.047;25.69;4.07;4.07;4.06;4.06
295;1.042;25.69;4.07;4.07;4.06;4.06
297;1.044;25.69;4.07;4.07;4.06;4.06
299;1.044;25.69;4.07;4.07;4.06;4.06
301;1.046;25.75;4.07;4.07;4.06;4.06
303;1.044;25.69;4.07;4.07;4.06;4.06
305;1.046;25.69;4.07;4.07;4.06;4.06
307;1.042;25.69;4.07;4.07;4.06;4.06
308;1.044;25.69;4.07;4.07;4.06;4.06
310;1.044;25.69;4.07;4.07;4.06;4.06
312;1.042;25.69;4.07;4.07;4.06;4.06
314;1.042;25.69;4.07;4.07;4.06;4.06
316;1.044;25.69;4.07;4.07;4.06;4.06
318;1.044;25.69;4.07;4.07;4.06;4.06
320;1.042;25.69;4.07;4.07;4.06;4.06
322;1.044;25.75;4.07;4.07;4.06;4.06
323;1.046;25.69;4.07;4.07;4.05;4.06
325;1.041;25.69;4.07;4.06;4.06;4.06
327;1.042;25.69;4.07;4.06;4.06;4.06
329;1.046;25.69;4.07;4.06;4.06;4.06
331;1.044;25.75;4.07;4.06;4.06;4.05
333;1.039;25.69;4.07;4.06;4.05;4.06
335;1.044;25.69;4.07;4.06;4.05;4.06
337;1.042;25.69;4.07;4.06;4.05;4.06
338;1.037;25.69;4.07;4.06;4.05;4.06
340;1.041;25.69;4.07;4.06;4.05;4.05
342;1.039;25.69;4.07;4.06;4.05;4.06
344;1.041;25.69;4.07;4.06;4.05;4.05
346;1.042;25.69;4.07;4.06;4.05;4.05
348;1.037;25.69;4.07;4.06;4.05;4.06
350;1.044;25.69;4.07;4.06;4.05;4.05
351;1.039;25.69;4.07;4.06;4.05;4.05
353;1.037;25.69;4.07;4.06;4.06;4.05
355;1.044;25.69;4.07;4.06;4.05;4.05
357;1.037;25.69;4.07;4.06;4.05;4.05
359;1.042;25.69;4.07;4.06;4.05;4.05
361;1.041;25.69;4.07;4.06;4.05;4.05
363;1.039;25.69;4.07;4.06;4.05;4.05
365;1.041;25.69;4.07;4.06;4.05;4.05
366;1.041;25.69;4.07;4.06;4.05;4.05
368;1.039;25.69;4.07;4.06;4.05;4.05
370;1.042;25.69;4.07;4.06;4.05;4.05
372;1.039;25.69;4.07;4.06;4.05;4.05
374;1.041;25.69;4.07;4.06;4.05;4.05
376;1.039;25.75;4.07;4.06;4.05;4.05
378;1.037;25.69;4.06;4.06;4.05;4.05
380;1.041;25.69;4.06;4.06;4.05;4.05
381;1.037;25.69;4.06;4.06;4.05;4.05
383;1.041;25.69;4.06;4.06;4.05;4.05
385;1.041;25.69;4.06;4.06;4.05;4.05
387;1.039;25.69;4.06;4.06;4.05;4.05
389;1.037;25.69;4.06;4.06;4.05;4.05
391;1.041;25.69;4.06;4.06;4.05;4.05
393;1.039;25.69;4.06;4.06;4.05;4.05
395;1.037;25.69;4.06;4.06;4.05;4.05
396;1.036;25.69;4.06;4.06;4.05;4.05
398;1.041;25.69;4.06;4.06;4.05;4.05
400;1.041;25.69;4.06;4.06;4.05;4.05
402;1.037;25.69;4.06;4.06;4.05;4.05
404;1.036;25.69;4.06;4.06;4.05;4.05
406;1.039;25.69;4.06;4.06;4.05;4.05
408;1.039;25.69;4.06;4.06;4.05;4.05
410;1.039;25.69;4.06;4.06;4.05;4.05
411;1.039;25.69;4.06;4.06;4.05;4.05
413;1.039;25.69;4.06;4.06;4.05;4.05
415;1.037;25.69;4.06;4.06;4.05;4.05
417;1.037;25.69;4.06;4.06;4.05;4.05
419;1.037;25.69;4.06;4.06;4.05;4.05
421;1.034;25.69;4.06;4.06;4.05;4.05
423;1.037;25.69;4.06;4.06;4.05;4.05
424;1.037;25.69;4.06;4.06;4.05;4.05
426;1.034;25.69;4.06;4.06;4.05;4.05
428;1.034;25.69;4.06;4.06;4.05;4.05
430;1.032;25.69;4.06;4.06;4.05;4.05
432;1.036;25.69;4.06;4.06;4.05;4.05
434;1.034;25.69;4.06;4.06;4.05;4.05
436;1.032;25.69;4.06;4.06;4.05;4.05
438;1.036;25.69;4.06;4.06;4.05;4.05
439;1.032;25.69;4.06;4.06;4.05;4.05
441;1.036;25.69;4.06;4.06;4.05;4.05
443;1.032;25.69;4.06;4.06;4.05;4.05
445;1.034;25.69;4.06;4.06;4.05;4.05
447;1.034;25.69;4.06;4.06;4.05;4.05
449;1.036;25.69;4.06;4.05;4.05;4.05
451;1.034;25.69;4.06;4.05;4.05;4.05
453;1.034;25.69;4.06;4.05;4.05;4.05
454;1.036;25.69;4.06;4.06;4.05;4.05
456;1.032;25.69;4.06;4.05;4.05;4.05
458;1.034;25.69;4.06;4.05;4.05;4.05
460;1.034;25.69;4.06;4.05;4.05;4.05
462;1.031;25.69;4.06;4.05;4.05;4.05
464;1.034;25.69;4.06;4.05;4.05;4.05
466;1.034;25.69;4.06;4.05;4.05;4.05
468;1.032;25.69;4.06;4.05;4.05;4.05
469;1.032;25.69;4.06;4.05;4.05;4.05
471;1.032;25.69;4.06;4.05;4.05;4.05
473;1.032;25.69;4.06;4.05;4.05;4.05
475;1.032;25.69;4.06;4.05;4.05;4.05
477;1.034;25.69;4.06;4.05;4.05;4.05
479;1.032;25.69;4.06;4.05;4.05;4.05
481;1.034;25.69;4.06;4.05;4.04;4.05
483;1.034;25.69;4.06;4.05;4.05;4.05
484;1.032;25.69;4.06;4.05;4.04;4.05
486;1.032;25.69;4.06;4.05;4.04;4.05
488;1.032;25.69;4.06;4.05;4.04;4.05
490;1.032;25.69;4.06;4.05;4.04;4.05
492;1.034;25.69;4.06;4.05;4.04;4.05
494;1.036;25.69;4.06;4.05;4.04;4.05
496;1.032;25.69;4.06;4.05;4.04;4.05
498;1.032;25.69;4.06;4.05;4.05;4.05
499;1.031;25.69;4.06;4.05;4.04;4.05
501;1.032;25.69;4.06;4.05;4.04;4.05
503;1.034;25.69;4.06;4.05;4.04;4.05
505;1.031;25.69;4.06;4.05;4.04;4.05
507;1.032;25.69;4.06;4.05;4.04;4.05
509;1.034;25.69;4.06;4.05;4.04;4.05
511;1.032;25.69;4.06;4.05;4.04;4.05
512;1.032;25.69;4.05;4.05;4.04;4.05
514;1.032;25.69;4.05;4.05;4.04;4.05
516;1.034;25.69;4.05;4.05;4.04;4.05
518;1.031;25.69;4.05;4.05;4.04;4.05
520;1.031;25.69;4.05;4.05;4.04;4.05
522;1.031;25.69;4.05;4.05;4.04;4.05
524;1.032;25.69;4.05;4.05;4.04;4.05
526;1.031;25.69;4.05;4.05;4.04;4.05
527;1.029;25.69;4.05;4.05;4.04;4.05
529;1.032;25.69;4.05;4.05;4.04;4.05
531;1.032;25.69;4.05;4.05;4.04;4.05
533;1.036;25.69;4.05;4.05;4.04;4.04
535;1.036;25.69;4.05;4.05;4.04;4.05
537;1.029;25.69;4.05;4.05;4.04;4.04
539;1.029;25.69;4.05;4.05;4.04;4.04
541;1.032;25.69;4.05;4.05;4.04;4.04
542;1.031;25.69;4.05;4.05;4.04;4.04
544;1.032;25.69;4.05;4.05;4.04;4.04
546;1.029;25.69;4.05;4.05;4.04;4.04
548;1.031;25.69;4.05;4.05;4.04;4.04
550;1.029;25.69;4.05;4.05;4.04;4.04
552;1.032;25.69;4.05;4.05;4.04;4.04
554;1.032;25.69;4.05;4.05;4.04;4.04
556;1.031;25.69;4.05;4.05;4.04;4.04
557;1.031;25.69;4.05;4.05;4.04;4.04
559;1.032;25.69;4.05;4.05;4.04;4.04
561;1.031;25.69;4.05;4.05;4.04;4.04
563;1.034;25.69;4.05;4.05;4.04;4.04
565;1.029;25.69;4.05;4.05;4.04;4.04
567;1.029;25.69;4.05;4.05;4.04;4.04
569;1.032;25.69;4.05;4.05;4.04;4.04
571;1.029;25.69;4.05;4.05;4.04;4.04
572;1.031;25.69;4.05;4.05;4.04;4.04
574;1.031;25.69;4.05;4.05;4.04;4.04
576;1.031;25.69;4.05;4.05;4.04;4.04
578;1.031;25.69;4.05;4.05;4.04;4.04
580;1.027;25.69;4.05;4.05;4.04;4.04
582;1.032;25.69;4.05;4.05;4.04;4.04
584;1.031;25.69;4.05;4.05;4.04;4.04
585;1.029;25.69;4.05;4.05;4.04;4.04
587;1.031;25.69;4.05;4.05;4.04;4.04
589;1.032;25.69;4.05;4.05;4.04;4.04
591;1.029;25.69;4.05;4.05;4.04;4.04
593;1.032;25.69;4.05;4.05;4.04;4.04
