Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;1.076;24.56;4.11;4.12;4.11;4.1
1;1.071;24.5;4.11;4.12;4.11;4.1
3;1.073;24.56;4.11;4.1;4.11;4.1
5;1.073;24.5;4.11;4.12;4.11;4.1
7;1.064;24.5;4.11;4.12;4.11;4.1
9;1.062;24.56;4.11;4.12;4.11;4.1
11;1.061;24.56;4.11;4.1;4.11;4.1
13;1.061;24.56;4.11;4.12;4.11;4.1
15;1.059;24.5;4.1;4.12;4.1;4.1
16;1.061;24.56;4.1;4.12;4.1;4.1
18;1.061;24.56;4.1;4.12;4.1;4.1
20;1.056;24.56;4.1;4.11;4.1;4.1
22;1.057;24.56;4.11;4.09;4.1;4.1
24;1.056;24.56;4.1;4.11;4.1;4.1
26;1.056;24.62;4.11;4.09;4.1;4.1
28;1.056;24.75;4.1;4.11;4.09;4.09
30;1.054;24.81;4.1;4.09;4.09;4.1
31;1.056;24.81;4.1;4.11;4.09;4.09
33;1.054;24.87;4.1;4.11;4.09;4.09
35;1.051;24.81;4.1;4.09;4.09;4.09
37;1.056;24.87;4.1;4.11;4.09;4.09
39;1.054;24.87;4.1;4.11;4.09;4.09
41;1.052;24.87;4.1;4.09;4.09;4.09
43;1.056;24.87;4.1;4.11;4.09;4.09
44;1.056;24.87;4.1;4.11;4.09;4.09
46;1.054;24.87;4.1;4.09;4.09;4.09
48;1.056;24.87;4.1;4.1;4.09;4.09
50;1.054;24.87;4.1;4.09;4.09;4.09
52;1.051;24.87;4.1;4.1;4.09;4.09
54;1.052;24.87;4.09;4.1;4.09;4.09
56;1.052;24.87;4.1;4.08;4.09;4.09
58;1.051;24.87;4.09;4.1;4.09;4.09
59;1.054;24.87;4.09;4.1;4.09;4.09
61;1.052;24.94;4.1;4.08;4.09;4.09
63;1.054;24.87;4.09;4.1;4.09;4.09
65;1.051;24.94;4.09;4.1;4.09;4.09
67;1.054;24.94;4.09;4.1;4.08;4.08
69;1.047;24.94;4.09;4.08;4.09;4.09
71;1.052;24.94;4.09;4.1;4.08;4.08
73;1.049;24.94;4.09;4.1;4.08;4.08
74;1.047;24.94;4.09;4.08;4.08;4.09
76;1.052;24.94;4.09;4.1;4.08;4.08
78;1.051;24.94;4.09;4.1;4.08;4.08
80;1.051;24.94;4.09;4.1;4.08;4.08
82;1.046;24.94;4.09;4.08;4.08;4.09
84;1.047;24.94;4.09;4.1;4.08;4.08
86;1.049;24.94;4.09;4.1;4.08;4.08
88;1.044;24.94;4.09;4.08;4.08;4.08
89;1.047;24.94;4.09;4.1;4.08;4.08
91;1.047;24.94;4.09;4.1;4.08;4.08
93;1.047;24.94;4.09;4.08;4.08;4.08
95;1.047;24.94;4.08;4.09;4.08;4.08
97;1.047;25;4.08;4.09;4.08;4.08
99;1.044;25;4.09;4.07;4.08;4.08
101;1.047;25;4.08;4.09;4.08;4.08
