Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;3.092;24.37;4;3.99;3.99;3.94
1;3.092;24.37;3.99;3.99;3.99;3.94
3;3.079;24.37;3.98;3.97;3.97;3.94
5;3.084;24.37;3.97;3.99;3.99;3.94
7;3.079;24.37;4;3.96;3.96;3.94
8;3.082;24.37;3.97;3.98;3.98;3.93
10;3.077;24.37;3.99;3.96;3.96;3.93
12;3.079;24.37;3.97;3.98;3.98;3.93
14;3.073;24.37;3.99;3.96;3.96;3.93
16;3.079;24.37;3.96;3.98;3.98;3.93
18;3.075;24.37;3.99;3.95;3.95;3.93
20;3.081;24.37;3.96;3.98;3.98;3.93
21;3.073;24.37;3.99;3.95;3.95;3.93
23;3.079;24.37;3.96;3.97;3.97;3.92
25;3.069;24.37;3.98;3.95;3.95;3.92
27;3.075;24.37;3.96;3.97;3.97;3.92
29;3.073;24.37;3.98;3.95;3.95;3.92
31;3.084;24.37;3.96;3.97;3.97;3.92
33;3.075;24.37;3.98;3.95;3.95;3.92
35;3.075;24.44;3.95;3.97;3.97;3.92
36;3.069;24.44;3.98;3.95;3.95;3.92
38;3.077;24.44;3.95;3.97;3.97;3.92
40;3.071;24.44;3.98;3.94;3.95;3.92
42;3.079;24.44;3.95;3.97;3.97;3.92
44;3.071;24.44;3.98;3.94;3.94;3.92
46;3.075;24.44;3.95;3.96;3.96;3.92
48;3.069;24.44;3.98;3.94;3.94;3.92
50;3.069;24.44;3.95;3.96;3.96;3.92
51;3.068;24.44;3.97;3.94;3.94;3.92
53;3.071;24.44;3.95;3.96;3.96;3.92
55;3.068;24.44;3.97;3.94;3.94;3.92
57;3.071;24.44;3.95;3.96;3.96;3.91
59;3.068;24.44;3.97;3.94;3.94;3.91
61;3.069;24.44;3.95;3.96;3.96;3.91
63;3.068;24.44;3.97;3.94;3.94;3.91
65;3.069;24.44;3.95;3.96;3.96;3.91
66;3.064;24.5;3.97;3.94;3.94;3.91
68;3.066;24.44;3.95;3.96;3.96;3.91
70;3.06;24.5;3.97;3.94;3.94;3.91
72;3.066;24.5;3.94;3.96;3.96;3.91
74;3.06;24.5;3.97;3.94;3.94;3.91
76;3.068;24.5;3.94;3.96;3.96;3.91
78;3.058;24.5;3.97;3.93;3.94;3.91
80;3.066;24.5;3.94;3.96;3.96;3.91
81;3.062;24.5;3.97;3.93;3.93;3.91
83;3.064;24.5;3.94;3.95;3.96;3.91
85;3.062;24.5;3.97;3.93;3.93;3.91
87;3.062;24.5;3.94;3.95;3.95;3.91
89;3.058;24.5;3.97;3.93;3.93;3.91
91;3.062;24.5;3.94;3.95;3.95;3.91
93;3.058;24.5;3.97;3.93;3.93;3.91
94;3.064;24.5;3.94;3.95;3.95;3.9
96;3.054;24.56;3.96;3.93;3.93;3.91
98;3.064;24.56;3.94;3.95;3.95;3.91
100;3.058;24.56;3.96;3.93;3.93;3.9
102;3.062;24.56;3.94;3.95;3.95;3.9
104;3.058;24.56;3.96;3.93;3.93;3.9
106;3.064;24.56;3.94;3.95;3.95;3.9
108;3.053;24.56;3.96;3.93;3.93;3.9
109;3.058;24.56;3.94;3.95;3.95;3.9
111;3.054;24.62;3.96;3.93;3.93;3.9
113;3.058;24.56;3.94;3.95;3.95;3.9
115;3.053;24.62;3.96;3.93;3.93;3.9
117;3.058;24.62;3.94;3.95;3.95;3.9
119;3.051;24.62;3.96;3.93;3.92;3.9
