Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;3.06;24.69;3.99;4.01;4;3.98
1;3.056;24.69;4;3.99;3.99;3.98
3;3.053;24.69;3.98;4.01;3.99;3.98
5;3.053;24.69;4;3.99;3.99;3.98
7;3.06;24.69;3.99;4.01;3.99;3.98
9;3.051;24.69;4;3.99;3.99;3.98
11;3.053;24.69;3.98;4.01;3.99;3.98
13;3.051;24.69;4;3.98;3.99;3.98
15;3.049;24.69;3.98;4;3.99;3.97
16;3.049;24.69;3.99;3.98;3.98;3.97
18;3.049;24.69;3.97;4;3.98;3.97
20;3.049;24.69;3.99;3.98;3.98;3.97
22;3.047;24.69;3.97;4;3.98;3.97
24;3.051;24.69;3.99;3.98;3.98;3.97
26;3.045;24.69;3.97;4;3.98;3.97
28;3.049;24.69;3.99;3.98;3.98;3.97
30;3.047;24.69;3.97;4;3.98;3.97
31;3.045;24.69;3.99;3.97;3.98;3.97
33;3.043;24.69;3.97;3.99;3.98;3.97
35;3.045;24.69;3.99;3.97;3.98;3.96
37;3.045;24.69;3.97;3.99;3.98;3.96
39;3.045;24.69;3.98;3.97;3.98;3.96
41;3.043;24.69;3.97;3.99;3.98;3.96
43;3.043;24.69;3.98;3.97;3.98;3.96
44;3.045;24.75;3.97;3.99;3.97;3.96
46;3.043;24.69;3.98;3.97;3.97;3.96
48;3.043;24.75;3.96;3.99;3.97;3.96
50;3.041;24.75;3.98;3.97;3.97;3.96
52;3.043;24.75;3.96;3.99;3.97;3.96
54;3.041;24.75;3.98;3.97;3.97;3.96
56;3.041;24.75;3.96;3.98;3.97;3.96
58;3.041;24.75;3.98;3.96;3.97;3.96
59;3.043;24.75;3.96;3.98;3.97;3.96
61;3.043;24.75;3.98;3.96;3.97;3.96
63;3.047;24.75;3.96;3.98;3.97;3.96
65;3.04;24.75;3.98;3.96;3.97;3.96
67;3.04;24.75;3.96;3.98;3.97;3.96
69;3.036;24.75;3.98;3.96;3.97;3.96
71;3.041;24.75;3.96;3.98;3.97;3.95
73;3.041;24.75;3.97;3.96;3.97;3.96
74;3.04;24.75;3.96;3.98;3.97;3.95
76;3.036;24.75;3.97;3.96;3.97;3.95
78;3.04;24.75;3.95;3.98;3.97;3.95
80;3.04;24.75;3.97;3.96;3.97;3.95
82;3.038;24.75;3.95;3.98;3.97;3.95
84;3.034;24.75;3.97;3.96;3.96;3.95
86;3.036;24.81;3.95;3.98;3.96;3.95
88;3.032;24.81;3.97;3.96;3.96;3.95
89;3.032;24.81;3.95;3.98;3.96;3.95
91;3.034;24.81;3.97;3.95;3.96;3.95
93;3.038;24.81;3.96;3.97;3.96;3.95
95;3.038;24.81;3.97;3.95;3.96;3.95
97;3.036;24.81;3.95;3.97;3.96;3.95
99;3.038;24.81;3.97;3.95;3.96;3.95
101;3.036;24.81;3.95;3.97;3.96;3.95
103;3.038;24.81;3.97;3.95;3.96;3.95
104;3.032;24.81;3.95;3.97;3.96;3.95
106;3.032;24.81;3.97;3.95;3.96;3.95
108;3.03;24.81;3.95;3.97;3.96;3.95
110;3.032;24.81;3.97;3.95;3.96;3.95
112;3.03;24.81;3.95;3.97;3.96;3.95
114;3.032;24.87;3.96;3.95;3.96;3.95
116;3.03;24.87;3.95;3.97;3.96;3.95
117;3.03;24.87;3.96;3.95;3.96;3.94
119;3.03;24.87;3.95;3.97;3.96;3.94
121;3.03;24.87;3.96;3.95;3.96;3.94
123;3.028;24.87;3.95;3.97;3.96;3.94
125;3.03;24.87;3.96;3.95;3.96;3.94
127;3.028;24.87;3.95;3.97;3.96;3.94
129;3.027;24.87;3.96;3.95;3.96;3.94
131;3.025;24.94;3.94;3.97;3.96;3.94
132;3.025;24.94;3.96;3.95;3.96;3.94
134;3.023;24.94;3.94;3.97;3.96;3.94
136;3.023;24.94;3.96;3.95;3.95;3.94
138;3.025;24.94;3.94;3.96;3.96;3.94
140;3.025;24.94;3.96;3.94;3.95;3.94
142;3.023;24.94;3.94;3.96;3.95;3.94
144;3.025;24.94;3.96;3.94;3.95;3.94
146;3.027;24.94;3.95;3.96;3.95;3.94
147;3.028;24.94;3.96;3.94;3.95;3.94
149;3.025;24.94;3.94;3.96;3.95;3.94
151;3.021;24.94;3.96;3.94;3.95;3.94
153;3.023;24.94;3.94;3.96;3.95;3.94
155;3.023;25;3.96;3.94;3.95;3.94
157;3.025;24.94;3.94;3.96;3.95;3.94
159;3.025;25;3.96;3.94;3.95;3.94
161;3.023;25;3.94;3.96;3.95;3.94
162;3.021;25;3.96;3.94;3.95;3.94
164;3.021;25;3.94;3.96;3.95;3.94
166;3.023;25;3.95;3.94;3.95;3.94
168;3.021;25;3.94;3.96;3.95;3.93
170;3.019;25;3.96;3.94;3.95;3.94
172;3.017;25;3.94;3.96;3.95;3.93
174;3.021;25;3.95;3.94;3.95;3.94
176;3.019;25.06;3.94;3.96;3.95;3.93
177;3.017;25.06;3.95;3.94;3.95;3.93
179;3.019;25.06;3.94;3.96;3.95;3.93
181;3.019;25.06;3.95;3.94;3.95;3.93
183;3.017;25.06;3.93;3.96;3.95;3.93
185;3.016;25.06;3.95;3.94;3.95;3.93
187;3.016;25.06;3.93;3.96;3.95;3.93
189;3.016;25.06;3.95;3.93;3.95;3.93
190;3.016;25.06;3.93;3.95;3.95;3.93
192;3.016;25.12;3.95;3.93;3.94;3.93
194;3.017;25.12;3.93;3.95;3.94;3.93
196;3.017;25.12;3.95;3.93;3.94;3.93
198;3.017;25.12;3.94;3.95;3.94;3.93
200;3.014;25.12;3.95;3.93;3.94;3.93
202;3.012;25.12;3.93;3.95;3.94;3.93
204;3.017;25.12;3.95;3.93;3.94;3.93
205;3.014;25.12;3.93;3.95;3.94;3.93
207;3.014;25.12;3.95;3.93;3.94;3.93
209;3.014;25.12;3.93;3.95;3.94;3.93
211;3.016;25.19;3.95;3.93;3.94;3.93
213;3.016;25.19;3.93;3.95;3.94;3.93
215;3.014;25.19;3.95;3.93;3.94;3.93
217;3.017;25.19;3.93;3.95;3.94;3.93
219;3.014;25.19;3.95;3.93;3.94;3.93
220;3.012;25.19;3.93;3.95;3.94;3.93
222;3.006;25.19;3.95;3.93;3.94;3.93
224;3.006;25.19;3.93;3.95;3.94;3.93
226;3.003;25.19;3.95;3.93;3.94;3.93
228;3.003;25.19;3.93;3.95;3.94;3.93
230;3.001;25.19;3.94;3.93;3.94;3.93
232;3.001;25.25;3.93;3.95;3.94;3.93
234;2.995;25.25;3.94;3.93;3.94;3.93
235;2.995;25.25;3.93;3.95;3.94;3.93
237;2.991;25.25;3.94;3.93;3.94;3.93
239;2.995;25.25;3.93;3.95;3.94;3.92
241;2.995;25.25;3.94;3.93;3.94;3.92
243;2.995;25.25;3.92;3.95;3.94;3.92
245;2.995;25.25;3.94;3.93;3.94;3.92
247;2.997;25.31;3.93;3.94;3.94;3.92
249;2.993;25.31;3.94;3.93;3.94;3.92
