Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
0;2.927;23.37;3.96;3.98;3.97;3.96
1;2.925;23.37;3.97;3.96;3.97;3.96
3;2.927;23.31;3.96;3.98;3.97;3.96
5;2.922;23.31;3.97;3.96;3.97;3.96
7;2.927;23.31;3.96;3.98;3.97;3.95
9;2.922;23.31;3.97;3.95;3.97;3.95
11;2.925;23.31;3.95;3.97;3.97;3.95
13;2.92;23.31;3.96;3.95;3.97;3.95
15;2.925;23.31;3.95;3.97;3.96;3.95
16;2.918;23.37;3.96;3.95;3.96;3.95
18;2.918;23.31;3.95;3.97;3.96;3.95
20;2.916;23.31;3.96;3.95;3.96;3.95
22;2.92;23.31;3.95;3.97;3.96;3.95
24;2.913;23.31;3.96;3.95;3.96;3.95
26;2.916;23.31;3.95;3.97;3.96;3.95
28;2.911;23.31;3.96;3.95;3.96;3.95
30;2.914;23.31;3.95;3.97;3.96;3.94
31;2.911;23.31;3.96;3.95;3.96;3.94
33;2.913;23.31;3.95;3.96;3.96;3.94
35;2.909;23.31;3.95;3.94;3.96;3.94
37;2.911;23.31;3.94;3.96;3.96;3.94
39;2.902;23.31;3.95;3.94;3.96;3.94
41;2.909;23.31;3.94;3.96;3.96;3.94
43;2.905;23.31;3.95;3.94;3.96;3.94
44;2.907;23.31;3.94;3.96;3.95;3.94
46;2.904;23.31;3.95;3.94;3.95;3.94
48;2.911;23.31;3.94;3.96;3.95;3.94
50;2.904;23.31;3.95;3.94;3.96;3.94
52;2.909;23.31;3.94;3.96;3.95;3.94
54;2.902;23.31;3.95;3.94;3.95;3.94
56;2.904;23.31;3.94;3.96;3.95;3.94
58;2.9;23.31;3.95;3.94;3.95;3.94
59;2.902;23.31;3.94;3.96;3.95;3.94
61;2.898;23.31;3.95;3.94;3.95;3.94
63;2.904;23.31;3.94;3.96;3.95;3.94
65;2.896;23.31;3.95;3.94;3.95;3.94
67;2.898;23.31;3.94;3.96;3.95;3.94
69;2.895;23.31;3.95;3.94;3.95;3.94
71;2.898;23.31;3.94;3.95;3.95;3.94
73;2.893;23.31;3.95;3.93;3.95;3.94
74;2.898;23.31;3.94;3.95;3.95;3.94
76;2.895;23.31;3.95;3.93;3.95;3.94
78;2.896;23.31;3.94;3.95;3.95;3.93
80;2.896;23.31;3.95;3.93;3.95;3.94
82;2.896;23.31;3.93;3.95;3.95;3.93
84;2.895;23.31;3.94;3.93;3.95;3.93
86;2.898;23.31;3.93;3.95;3.95;3.93
88;2.889;23.31;3.94;3.93;3.95;3.93
89;2.896;23.31;3.93;3.95;3.95;3.93
91;2.891;23.31;3.94;3.93;3.95;3.93
93;2.893;23.31;3.93;3.95;3.94;3.93
95;2.887;23.31;3.94;3.93;3.94;3.93
97;2.893;23.31;3.93;3.95;3.94;3.93
99;2.887;23.31;3.94;3.93;3.94;3.93
101;2.889;23.31;3.93;3.95;3.94;3.93
103;2.886;23.31;3.94;3.93;3.94;3.93
104;2.889;23.31;3.93;3.95;3.94;3.93
106;2.887;23.31;3.93;3.95;3.94;3.93
108;2.891;23.31;3.94;3.93;3.94;3.93
110;2.893;23.31;3.93;3.95;3.94;3.93
112;2.893;23.31;3.93;3.95;3.94;3.93
114;2.891;23.31;3.94;3.93;3.94;3.93
116;2.893;23.31;3.93;3.95;3.94;3.93
117;2.887;23.31;3.94;3.93;3.94;3.93
119;2.891;23.31;3.93;3.95;3.94;3.93
121;2.886;23.31;3.94;3.93;3.94;3.93
123;2.889;23.31;3.93;3.94;3.94;3.93
125;2.887;23.31;3.93;3.94;3.94;3.93
127;2.887;23.31;3.94;3.92;3.94;3.93
129;2.887;23.31;3.93;3.94;3.94;3.93
131;2.884;23.31;3.94;3.92;3.94;3.93
132;2.887;23.31;3.93;3.94;3.94;3.92
134;2.887;23.31;3.93;3.94;3.94;3.92
136;2.886;23.31;3.94;3.92;3.94;3.93
138;2.887;23.31;3.93;3.94;3.94;3.92
140;2.884;23.31;3.93;3.94;3.93;3.93
142;2.882;23.31;3.94;3.92;3.94;3.93
144;2.887;23.31;3.93;3.94;3.93;3.92
146;2.889;23.31;3.93;3.94;3.93;3.92
147;2.884;23.31;3.94;3.92;3.93;3.93
149;2.887;23.31;3.92;3.94;3.93;3.92
151;2.884;23.31;3.93;3.92;3.93;3.92
153;2.887;23.31;3.92;3.94;3.93;3.92
155;2.884;23.31;3.92;3.94;3.93;3.92
157;2.882;23.31;3.93;3.92;3.93;3.92
159;2.886;23.31;3.92;3.94;3.93;3.92
161;2.884;23.37;3.92;3.94;3.93;3.92
162;2.882;23.31;3.93;3.92;3.93;3.92
164;2.882;23.31;3.92;3.94;3.93;3.92
166;2.884;23.31;3.92;3.94;3.93;3.92
168;2.878;23.31;3.93;3.92;3.93;3.92
170;2.886;23.31;3.92;3.94;3.93;3.92
172;2.882;23.31;3.92;3.94;3.93;3.92
